u,v,cn,rai,jc,aai,pa,ccn,cra,wic,label,pos_split
DB00004,DB00036,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00004,DB00037,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00030,DB00032,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00030,DB00039,0,0.0,0.0,0.0,30,0,0.0,0.0,0,
DB00030,DB00006,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00030,DB00019,1,0.25,0.1,0.7213475204444817,30,1,0.0,0.0,0,
DB00030,DB00007,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00030,DB00013,1,0.2,0.1,0.6213349345596119,30,1,0.0,0.0,0,
DB00030,DB00024,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00030,DB00026,2,0.3666666666666667,0.25,1.179445561110859,24,3,0.2,0.9990009990009991,0,
DB00030,DB00023,1,0.16666666666666666,0.1111111111111111,0.5581106265512472,24,1,0.0,0.0,1,train
DB00030,DB00038,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00030,DB00035,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00030,DB00012,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00030,DB00018,2,0.3666666666666667,0.16666666666666666,1.179445561110859,48,2,0.0,0.0,0,
DB00030,DB00034,1,0.25,0.09090909090909091,0.7213475204444817,36,1,0.0,0.0,1,train
DB00030,DB00036,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00030,DB00037,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00032,DB00039,1,0.14285714285714285,0.125,0.5138983423697507,20,1,0.0,0.0,0,
DB00032,DB00006,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00032,DB00019,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00032,DB00007,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00032,DB00013,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00032,DB00024,0,0.0,0.0,0.0,12,0,0.0,0.0,1,train
DB00032,DB00026,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00032,DB00023,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00032,DB00038,0,0.0,0.0,0.0,4,0,0.0,0.0,0,
DB00032,DB00035,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00032,DB00012,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00032,DB00018,0,0.0,0.0,0.0,32,0,0.0,0.0,0,
DB00032,DB00034,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00032,DB00036,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00032,DB00037,1,0.3333333333333333,0.16666666666666666,0.9102392266268373,12,1,0.0,0.0,0,
DB00039,DB00006,1,0.16666666666666666,0.16666666666666666,0.5581106265512472,10,2,0.16666666666666666,1000.0,0,
DB00039,DB00019,1,0.3333333333333333,0.1111111111111111,0.9102392266268373,25,2,0.3333333333333333,1000.0,0,
DB00039,DB00007,1,0.2,0.14285714285714285,0.6213349345596119,15,1,0.0,0.0,0,
DB00039,DB00013,0,0.0,0.0,0.0,25,0,0.0,0.0,1,train
DB00039,DB00024,2,0.5,0.3333333333333333,1.4683498531780845,15,4,0.5,2000.0,1,test
DB00039,DB00026,1,0.25,0.125,0.7213475204444817,20,1,0.0,0.0,0,
DB00039,DB00023,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00039,DB00038,0,0.0,0.0,0.0,5,0,0.0,0.0,0,
DB00039,DB00035,0,0.0,0.0,0.0,20,0,0.0,0.0,1,train
DB00039,DB00012,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00039,DB00018,2,0.45,0.18181818181818182,1.3426824550040934,40,2,0.0,0.0,0,
DB00039,DB00034,0,0.0,0.0,0.0,30,0,0.0,0.0,0,
DB00039,DB00036,0,0.0,0.0,0.0,10,0,0.0,0.0,1,test
DB00039,DB00037,0,0.0,0.0,0.0,15,0,0.0,0.0,1,train
DB00006,DB00019,0,0.0,0.0,0.0,10,0,0.0,0.0,1,train
DB00006,DB00007,1,0.2,0.25,0.6213349345596119,6,1,0.0,0.0,0,
DB00006,DB00013,0,0.0,0.0,0.0,10,0,0.0,0.0,0,
DB00006,DB00024,1,0.16666666666666666,0.25,0.5581106265512472,6,2,0.16666666666666666,1000.0,0,
DB00006,DB00026,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00006,DB00023,1,0.2,0.2,0.6213349345596119,8,2,0.2,1000.0,0,
DB00006,DB00038,0,0.0,0.0,0.0,2,0,0.0,0.0,0,
DB00006,DB00035,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00006,DB00012,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00006,DB00018,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00006,DB00034,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00006,DB00036,0,0.0,0.0,0.0,4,0,0.0,0.0,0,
DB00006,DB00037,1,0.2,0.25,0.6213349345596119,6,2,0.2,1000.0,0,
DB00019,DB00007,0,0.0,0.0,0.0,15,0,0.0,0.0,1,train
DB00019,DB00013,1,0.3333333333333333,0.1111111111111111,0.9102392266268373,25,1,0.0,0.0,0,
DB00019,DB00024,1,0.3333333333333333,0.14285714285714285,0.9102392266268373,15,2,0.3333333333333333,1000.0,0,
DB00019,DB00026,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00019,DB00023,0,0.0,0.0,0.0,20,0,0.0,0.0,1,train
DB00019,DB00038,0,0.0,0.0,0.0,5,0,0.0,0.0,0,
DB00019,DB00035,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00019,DB00012,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00019,DB00018,1,0.14285714285714285,0.08333333333333333,0.5138983423697507,40,1,0.0,0.0,0,
DB00019,DB00034,2,0.39285714285714285,0.2222222222222222,1.2352458628142324,30,2,0.0,0.0,0,
DB00019,DB00036,0,0.0,0.0,0.0,10,0,0.0,0.0,0,
DB00019,DB00037,0,0.0,0.0,0.0,15,0,0.0,0.0,1,train
DB00007,DB00013,0,0.0,0.0,0.0,15,0,0.0,0.0,1,train
DB00007,DB00024,0,0.0,0.0,0.0,9,0,0.0,0.0,1,test
DB00007,DB00026,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00007,DB00023,1,0.2,0.16666666666666666,0.6213349345596119,12,1,0.0,0.0,0,
DB00007,DB00038,0,0.0,0.0,0.0,3,0,0.0,0.0,0,
DB00007,DB00035,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00007,DB00012,0,0.0,0.0,0.0,9,0,0.0,0.0,0,
DB00007,DB00018,1,0.2,0.1,0.6213349345596119,24,1,0.0,0.0,0,
DB00007,DB00034,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00007,DB00036,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00007,DB00037,1,0.2,0.2,0.6213349345596119,9,1,0.0,0.0,0,
DB00013,DB00024,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00013,DB00026,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00013,DB00023,0,0.0,0.0,0.0,20,0,0.0,0.0,0,
DB00013,DB00038,0,0.0,0.0,0.0,5,0,0.0,0.0,0,
DB00013,DB00035,2,0.325,0.2857142857142857,1.1022332815225997,20,2,0.0,0.0,0,
DB00013,DB00012,0,0.0,0.0,0.0,15,0,0.0,0.0,0,
DB00013,DB00018,0,0.0,0.0,0.0,40,0,0.0,0.0,1,train
DB00013,DB00034,1,0.125,0.1,0.48089834696298783,30,1,0.0,0.0,0,
DB00013,DB00036,0,0.0,0.0,0.0,10,0,0.0,0.0,0,
DB00013,DB00037,1,0.2,0.14285714285714285,0.6213349345596119,15,1,0.0,0.0,0,
DB00024,DB00026,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00024,DB00023,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00024,DB00038,0,0.0,0.0,0.0,3,0,0.0,0.0,0,
DB00024,DB00035,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00024,DB00012,0,0.0,0.0,0.0,9,0,0.0,0.0,0,
DB00024,DB00018,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00024,DB00034,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00024,DB00036,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00024,DB00037,0,0.0,0.0,0.0,9,0,0.0,0.0,1,train
DB00026,DB00023,2,0.41666666666666663,0.3333333333333333,1.279458146995729,16,2,0.0,0.0,0,
DB00026,DB00038,0,0.0,0.0,0.0,4,0,0.0,0.0,0,
DB00026,DB00035,0,0.0,0.0,0.0,16,0,0.0,0.0,1,train
DB00026,DB00012,1,0.25,0.16666666666666666,0.7213475204444817,12,1,0.0,0.0,0,
DB00026,DB00018,2,0.41666666666666663,0.2,1.279458146995729,32,2,0.0,0.0,0,
DB00026,DB00034,0,0.0,0.0,0.0,24,0,0.0,0.0,1,train
DB00026,DB00036,0,0.0,0.0,0.0,8,0,0.0,0.0,1,test
DB00026,DB00037,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00023,DB00038,0,0.0,0.0,0.0,4,0,0.0,0.0,0,
DB00023,DB00035,0,0.0,0.0,0.0,16,0,0.0,0.0,0,
DB00023,DB00012,1,0.25,0.16666666666666666,0.7213475204444817,12,1,0.0,0.0,0,
DB00023,DB00018,1,0.16666666666666666,0.09090909090909091,0.5581106265512472,32,1,0.0,0.0,0,
DB00023,DB00034,1,0.16666666666666666,0.1111111111111111,0.5581106265512472,24,1,0.0,0.0,1,train
DB00023,DB00036,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00023,DB00037,1,0.2,0.16666666666666666,0.6213349345596119,12,2,0.2,1000.0,0,
DB00038,DB00035,0,0.0,0.0,0.0,4,0,0.0,0.0,0,
DB00038,DB00012,0,0.0,0.0,0.0,3,0,0.0,0.0,0,
DB00038,DB00018,1,0.125,0.125,0.48089834696298783,8,2,0.125,1000.0,0,
DB00038,DB00034,1,0.125,0.16666666666666666,0.48089834696298783,6,2,0.125,1000.0,0,
DB00038,DB00036,1,0.125,0.5,0.48089834696298783,2,2,0.125,1000.0,0,
DB00038,DB00037,0,0.0,0.0,0.0,3,0,0.0,0.0,0,
DB00035,DB00012,0,0.0,0.0,0.0,12,0,0.0,0.0,0,
DB00035,DB00018,0,0.0,0.0,0.0,32,0,0.0,0.0,1,train
DB00035,DB00034,2,0.375,0.25,1.2022458674074694,24,2,0.0,0.0,0,
DB00035,DB00036,0,0.0,0.0,0.0,8,0,0.0,0.0,0,
DB00035,DB00037,1,0.2,0.16666666666666666,0.6213349345596119,12,1,0.0,0.0,0,
DB00012,DB00018,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00012,DB00034,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00012,DB00036,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
DB00012,DB00037,0,0.0,0.0,0.0,9,0,0.0,0.0,0,
DB00018,DB00034,2,0.26785714285714285,0.16666666666666666,0.9947966893327386,48,4,0.26785714285714285,2000.0,1,train
DB00018,DB00036,2,0.4583333333333333,0.25,1.391137573589825,16,4,0.4583333333333333,2000.0,0,
DB00018,DB00037,0,0.0,0.0,0.0,24,0,0.0,0.0,0,
DB00034,DB00036,1,0.125,0.14285714285714285,0.48089834696298783,12,2,0.125,1000.0,0,
DB00034,DB00037,0,0.0,0.0,0.0,18,0,0.0,0.0,0,
DB00036,DB00037,0,0.0,0.0,0.0,6,0,0.0,0.0,0,
