u,v,cn,rai,jc,aai,pa,ccn,cra,wic,label,pos_split,sim_atc,sim_mesh,sim_ade,sim_chemical
DB00020,DB00024,1,0.1666666666666666,0.1111111111111111,0.5581106265512472,21,1,0.0,0.0,0,,0.54370004,0.0,0.0,0.3243243
DB00020,DB00026,1,0.1666666666666666,0.1,0.5581106265512472,28,1,0.0,0.0,0,,0.0,0.0,0.17025736,0.56
DB00020,DB00023,2,0.3666666666666667,0.2222222222222222,1.179445561110859,28,2,0.0,0.0,0,,0.0,0.0,0.0,0.15384616
DB00020,DB00038,0,0.0,0.0,0.0,7,0,0.0,0.0,0,,0.0,0.0,0.0,0.083333336
DB00020,DB00035,1,0.125,0.1,0.4808983469629878,28,1,0.0,0.0,0,,0.0,0.0,0.14586937,0.14285715
DB00020,DB00012,0,0.0,0.0,0.0,21,0,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00020,DB00018,1,0.1666666666666666,0.0714285714285714,0.5581106265512472,56,2,0.1666666666666666,1000.0,1,train,0.65020853,0.0,0.0,0.56
DB00020,DB00034,1,0.125,0.0833333333333333,0.4808983469629878,42,2,0.125,1000.0,1,train,1.0,0.0,0.24282934,0.56
DB00020,DB00036,0,0.0,0.0,0.0,14,0,0.0,0.0,0,,0.0,0.11446811,0.26062992,1.0
DB00020,DB00037,1,0.2,0.1111111111111111,0.6213349345596119,21,1,0.0,0.0,0,,0.0,0.4025108,0.0,0.3030303
DB00022,DB00031,0,0.0,0.0,0.0,10,0,0.0,0.0,0,,0.0,0.0,0.0,0.06666667
DB00022,DB00015,1,0.1666666666666666,0.1666666666666666,0.5581106265512472,10,2,0.1666666666666666,1000.0,0,,0.57378936,0.17209531,0.0,0.06666667
DB00022,DB00016,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.0,0.0,0.0,0.13043478
DB00022,DB00017,0,0.0,0.0,0.0,6,0,0.0,0.0,1,test,0.0,0.09733775,0.0,0.09090909
DB00022,DB00027,1,0.1666666666666666,0.3333333333333333,0.5581106265512472,4,1,0.0,0.0,0,,0.0,0.21273282,0.0,0.102564104
DB00022,DB00033,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.0,0.0,0.38244122,0.09090909
DB00022,DB00040,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.48745343,0.14359275,0.0,0.13043478
DB00022,DB00004,0,0.0,0.0,0.0,12,0,0.0,0.0,1,train,1.0,0.0,0.0,0.083333336
DB00022,DB00030,1,0.1666666666666666,0.1428571428571428,0.5581106265512472,12,2,0.1666666666666666,1000.0,0,,0.0,0.0,0.0,1.0
DB00022,DB00032,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.0,0.13074282,0.0,0.13043478
DB00022,DB00039,1,0.25,0.1666666666666666,0.7213475204444817,10,1,0.0,0.0,0,,0.0,0.09289561,0.0,0.06666667
DB00022,DB00006,0,0.0,0.0,0.0,4,0,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00022,DB00019,0,0.0,0.0,0.0,10,0,0.0,0.0,0,,0.51672673,0.0,0.0,0.102564104
DB00022,DB00007,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.0,0.0,0.06666667
DB00022,DB00013,0,0.0,0.0,0.0,10,0,0.0,0.0,0,,0.0,0.0,0.0,0.15
DB00022,DB00024,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.24336937,0.24312319,0.13043478
DB00022,DB00026,1,0.25,0.2,0.7213475204444817,8,2,0.25,1000.0,0,,0.0,0.19139689,0.0,0.07692308
DB00022,DB00023,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.0,0.13513808,0.0,0.06666667
DB00022,DB00038,0,0.0,0.0,0.0,2,0,0.0,0.0,0,,0.0,0.10826082,0.0,1.0
DB00022,DB00035,0,0.0,0.0,0.0,8,0,0.0,0.0,1,train,0.0,0.0,0.0,0.102564104
DB00022,DB00012,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.0,0.31186873,0.083333336
DB00022,DB00018,1,0.25,0.1111111111111111,0.7213475204444817,16,1,0.0,0.0,1,test,0.0,0.2513987,0.1978321,0.07692308
DB00022,DB00034,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.0,0.07692308
DB00022,DB00036,0,0.0,0.0,0.0,4,0,0.0,0.0,0,,0.0,0.0,0.0,0.083333336
DB00022,DB00037,0,0.0,0.0,0.0,6,0,0.0,0.0,1,test,0.0,0.0,0.14695981,0.15
DB00031,DB00015,0,0.0,0.0,0.0,25,0,0.0,0.0,0,,0.24397312,0.0,0.19755122,1.0
DB00031,DB00016,2,0.325,0.1818181818181818,1.1022332815225997,40,2,0.0,0.0,0,,0.0,0.0,0.0,0.20833333
DB00031,DB00017,0,0.0,0.0,0.0,15,0,0.0,0.0,1,train,0.0,0.0,0.0,0.16666667
DB00031,DB00027,0,0.0,0.0,0.0,10,0,0.0,0.0,0,,0.3123872,0.0,0.11530946,0.08888889
DB00031,DB00033,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.0,0.22029692,0.16666667
DB00031,DB00040,0,0.0,0.0,0.0,30,0,0.0,0.0,0,,0.0,0.0,0.0,0.20833333
DB00031,DB00004,0,0.0,0.0,0.0,30,0,0.0,0.0,0,,0.0,0.21177013,0.21710515,0.15384616
DB00031,DB00030,1,0.2,0.1,0.6213349345596119,30,1,0.0,0.0,0,,0.0,0.0,0.0,0.06666667
DB00031,DB00032,1,0.25,0.125,0.7213475204444817,20,2,0.25,1000.0,0,,0.0,0.0,0.14652053,0.20833333
DB00031,DB00039,0,0.0,0.0,0.0,25,0,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00031,DB00006,0,0.0,0.0,0.0,10,0,0.0,0.0,0,,0.0,0.22822206,0.0,0.06666667
DB00031,DB00019,0,0.0,0.0,0.0,25,0,0.0,0.0,0,,0.0,0.0,0.0,0.08888889
DB00031,DB00007,1,0.3333333333333333,0.1428571428571428,0.9102392266268372,15,1,0.0,0.0,0,,0.0,0.0,0.10376654,1.0
DB00031,DB00013,2,0.325,0.25,1.1022332815225997,25,2,0.0,0.0,1,test,0.0,0.196936,0.0,0.04
DB00031,DB00024,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.0,0.0,0.0,0.20833333
DB00031,DB00026,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.0,0.0,0.2
DB00031,DB00023,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00031,DB00038,0,0.0,0.0,0.0,5,0,0.0,0.0,0,,0.0,0.0,0.0,0.06666667
DB00031,DB00035,1,0.125,0.125,0.4808983469629878,20,1,0.0,0.0,0,,0.610114,0.0,0.0,0.08888889
DB00031,DB00012,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.0,0.20990492,0.0,0.15384616
DB00031,DB00018,0,0.0,0.0,0.0,40,0,0.0,0.0,1,train,0.0,0.0,0.10668242,0.2
DB00031,DB00034,1,0.125,0.1,0.4808983469629878,30,1,0.0,0.0,1,test,0.0,0.0,0.1435784,0.2
DB00031,DB00036,0,0.0,0.0,0.0,10,0,0.0,0.0,0,,0.5949459,0.0,0.13522232,0.15384616
DB00031,DB00037,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.0,0.0,0.0,0.04
DB00015,DB00016,1,0.25,0.0833333333333333,0.7213475204444817,40,1,0.0,0.0,0,,0.0,0.0,0.16373777,0.20833333
DB00015,DB00017,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.0,0.0,0.0,0.16666667
DB00015,DB00027,1,0.1666666666666666,0.1666666666666666,0.5581106265512472,10,1,0.0,0.0,0,,0.35943902,0.0,0.0,0.08888889
DB00015,DB00033,2,0.5,0.2857142857142857,1.4426950408889634,20,2,0.0,0.0,0,,0.0,0.0,0.0,0.16666667
DB00015,DB00040,2,0.45,0.2222222222222222,1.3426824550040934,30,2,0.0,0.0,0,,0.2796956,0.19397014,0.0,0.20833333
DB00015,DB00004,1,0.1666666666666666,0.1,0.5581106265512472,30,2,0.1666666666666666,1000.0,1,train,0.57378936,0.0,0.0,0.15384616
DB00015,DB00030,2,0.3666666666666667,0.2222222222222222,1.179445561110859,30,4,0.3666666666666667,2000.0,1,train,0.3490475,0.0,0.0,0.06666667
DB00015,DB00032,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.0,0.0,0.20833333
DB00015,DB00039,0,0.0,0.0,0.0,25,0,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00015,DB00006,0,0.0,0.0,0.0,10,0,0.0,0.0,0,,0.0,0.0,0.0,0.06666667
DB00015,DB00019,0,0.0,0.0,0.0,25,0,0.0,0.0,0,,0.2964923,0.0,0.0,0.08888889
DB00015,DB00007,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.0,0.0,0.18116547,1.0
DB00015,DB00013,0,0.0,0.0,0.0,25,0,0.0,0.0,0,,0.0,0.0,0.0,0.04
DB00015,DB00024,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.0,0.0,0.0,0.20833333
DB00015,DB00026,0,0.0,0.0,0.0,20,0,0.0,0.0,1,train,0.0,0.0,0.0,0.2
DB00015,DB00023,1,0.1666666666666666,0.125,0.5581106265512472,20,1,0.0,0.0,0,,0.0,0.18254928,0.0,1.0
DB00015,DB00038,0,0.0,0.0,0.0,5,0,0.0,0.0,0,,0.0,0.0,0.0,0.06666667
DB00015,DB00035,1,0.25,0.125,0.7213475204444817,20,2,0.25,1000.0,0,,0.62839955,0.2055287,0.0,0.08888889
DB00015,DB00012,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.0,0.0,0.16824189,0.15384616
DB00015,DB00018,1,0.2,0.0833333333333333,0.6213349345596119,40,1,0.0,0.0,0,,0.0,0.0,0.10672326,0.2
DB00015,DB00034,2,0.4166666666666666,0.2222222222222222,1.279458146995729,30,2,0.0,0.0,0,,0.0,0.0,0.0,0.2
DB00015,DB00036,0,0.0,0.0,0.0,10,0,0.0,0.0,0,,0.0,0.0,0.0,0.15384616
DB00015,DB00037,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.6245361,0.0,0.0,0.04
DB00016,DB00017,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.0,0.0,0.0,0.17948718
DB00016,DB00027,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.0,0.0,0.4380829,0.20454545
DB00016,DB00033,1,0.25,0.0909090909090909,0.7213475204444817,32,1,0.0,0.0,0,,0.0,0.0,0.0,0.17948718
DB00016,DB00040,1,0.25,0.0769230769230769,0.7213475204444817,48,1,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00016,DB00004,0,0.0,0.0,0.0,48,0,0.0,0.0,0,,0.0,0.0,0.0,0.3243243
DB00016,DB00030,2,0.3666666666666667,0.1666666666666666,1.179445561110859,48,2,0.0,0.0,1,test,0.6126027,0.0,0.0,0.13043478
DB00016,DB00032,1,0.1428571428571428,0.0909090909090909,0.5138983423697507,32,1,0.0,0.0,0,,0.67023075,0.0,0.0,1.0
DB00016,DB00039,1,0.1428571428571428,0.0833333333333333,0.5138983423697507,40,1,0.0,0.0,0,,0.0,0.0,0.0,0.20833333
DB00016,DB00006,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.6280872,0.0,0.0,0.13043478
DB00016,DB00019,0,0.0,0.0,0.0,40,0,0.0,0.0,0,,0.0,0.0,0.0,0.20454545
DB00016,DB00007,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.0,0.0,0.0,0.20833333
DB00016,DB00013,2,0.325,0.1818181818181818,1.1022332815225997,40,2,0.0,0.0,0,,0.0,0.30811223,0.0,0.33333334
DB00016,DB00024,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.0,0.28552732,0.0,1.0
DB00016,DB00026,1,0.1666666666666666,0.0909090909090909,0.5581106265512472,32,1,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00016,DB00023,1,0.1666666666666666,0.0909090909090909,0.5581106265512472,32,1,0.0,0.0,0,,0.0,0.0,0.0,0.20833333
DB00016,DB00038,0,0.0,0.0,0.0,8,0,0.0,0.0,1,train,1.0,0.0,0.0,0.13043478
DB00016,DB00035,1,0.125,0.0909090909090909,0.4808983469629878,32,1,0.0,0.0,0,,0.0,0.0,0.0,0.20454545
DB00016,DB00012,1,0.3333333333333333,0.1,0.9102392266268372,24,1,0.0,0.0,0,,0.0,0.0,0.2598583,0.3243243
DB00016,DB00018,1,0.1666666666666666,0.0666666666666666,0.5581106265512472,64,2,0.1666666666666666,1000.0,1,train,0.0,0.0,0.1648396,0.33333334
DB00016,DB00034,1,0.125,0.0769230769230769,0.4808983469629878,48,2,0.125,1000.0,1,train,0.0,0.0,0.0,0.33333334
DB00016,DB00036,0,0.0,0.0,0.0,16,0,0.0,0.0,1,train,0.0,0.0,0.0,0.3243243
DB00016,DB00037,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00017,DB00027,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.104749866,0.0,0.19354838
DB00017,DB00033,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00017,DB00040,1,0.1428571428571428,0.125,0.5138983423697507,18,1,0.0,0.0,0,,0.0,0.0,0.0,0.17948718
DB00017,DB00004,0,0.0,0.0,0.0,18,0,0.0,0.0,1,test,0.0,0.0,0.24765378,0.4347826
DB00017,DB00030,0,0.0,0.0,0.0,18,0,0.0,0.0,0,,0.0,0.0,0.0,0.09090909
DB00017,DB00032,0,0.0,0.0,0.0,12,0,0.0,0.0,1,test,0.0,0.16675447,0.0,0.17948718
DB00017,DB00039,0,0.0,0.0,0.0,15,0,0.0,0.0,0,,0.0,0.11848268,0.0,0.16666667
DB00017,DB00006,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.0,0.29346696,0.09090909
DB00017,DB00019,2,0.4761904761904761,0.3333333333333333,1.424137568996588,15,2,0.0,0.0,0,,0.0,0.4074591,0.0,0.19354838
DB00017,DB00007,0,0.0,0.0,0.0,9,0,0.0,0.0,1,train,0.0,0.0,0.0,0.16666667
DB00017,DB00013,1,0.3333333333333333,0.1428571428571428,0.9102392266268372,15,2,0.3333333333333333,1000.0,1,test,0.0,0.0,0.5457355,0.21212122
DB00017,DB00024,0,0.0,0.0,0.0,9,0,0.0,0.0,0,,0.24234241,0.0,0.0,0.17948718
DB00017,DB00026,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.09424403,0.0,0.44
DB00017,DB00023,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.103250556,0.5457355,0.16666667
DB00017,DB00038,0,0.0,0.0,0.0,3,0,0.0,0.0,0,,0.0,0.13808005,0.0,0.09090909
DB00017,DB00035,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0948084,0.0,0.19354838
DB00017,DB00012,0,0.0,0.0,0.0,9,0,0.0,0.0,0,,0.0,0.10304498,0.0,0.4347826
DB00017,DB00018,2,0.3428571428571428,0.2222222222222222,1.1352332769293625,24,2,0.0,0.0,1,test,0.28981626,0.0,0.0,0.44
DB00017,DB00034,1,0.1428571428571428,0.125,0.5138983423697507,18,1,0.0,0.0,0,,0.44572815,0.0,0.0,0.44
DB00017,DB00036,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.0,0.0,0.4347826
DB00017,DB00037,0,0.0,0.0,0.0,9,0,0.0,0.0,0,,0.0,0.0,0.0,0.21212122
DB00027,DB00033,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.0,0.0,0.0,0.19354838
DB00027,DB00040,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.0,0.20454545
DB00027,DB00004,0,0.0,0.0,0.0,12,0,0.0,0.0,1,train,0.0,0.37363598,0.0,0.14285715
DB00027,DB00030,1,0.1666666666666666,0.1428571428571428,0.5581106265512472,12,1,0.0,0.0,0,,0.0,0.14952298,0.0,0.102564104
DB00027,DB00032,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.0,0.0,0.350112,0.20454545
DB00027,DB00039,1,0.2,0.1666666666666666,0.6213349345596119,10,1,0.0,0.0,0,,0.4116889,0.0,0.13957395,0.08888889
DB00027,DB00006,0,0.0,0.0,0.0,4,0,0.0,0.0,0,,0.0,0.0,0.17796962,0.102564104
DB00027,DB00019,0,0.0,0.0,0.0,10,0,0.0,0.0,1,test,0.0,0.0,0.0,1.0
DB00027,DB00007,1,0.2,0.25,0.6213349345596119,6,2,0.2,1000.0,0,,0.0,0.0,0.0,0.08888889
DB00027,DB00013,0,0.0,0.0,0.0,10,0,0.0,0.0,1,train,0.7346893,0.0,0.0,0.11904762
DB00027,DB00024,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.26190156,0.0,0.20454545
DB00027,DB00026,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.0,0.2122611,0.0,0.13157895
DB00027,DB00023,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.51950383,0.087117404,0.0,0.08888889
DB00027,DB00038,0,0.0,0.0,0.0,2,0,0.0,0.0,0,,0.0,0.0,0.2202419,0.102564104
DB00027,DB00035,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.3367365,0.07999436,0.16385318,1.0
DB00027,DB00012,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.31215,0.0,0.14285715
DB00027,DB00018,1,0.2,0.1111111111111111,0.6213349345596119,16,1,0.0,0.0,0,,0.0,0.0,0.0,0.13157895
DB00027,DB00034,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.36186957,0.22703253,0.13157895
DB00027,DB00036,0,0.0,0.0,0.0,4,0,0.0,0.0,0,,0.0,0.0,0.0,0.14285715
DB00027,DB00037,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.0,0.0,0.11904762
DB00033,DB00040,1,0.25,0.1111111111111111,0.7213475204444817,24,2,0.25,1000.0,0,,0.0,0.0,0.0,0.17948718
DB00033,DB00004,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.0,0.0,0.28692946,0.4347826
DB00033,DB00030,1,0.25,0.1111111111111111,0.7213475204444817,24,1,0.0,0.0,0,,0.35538843,0.34368312,0.5686725,0.09090909
DB00033,DB00032,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.0,0.0,0.0,0.17948718
DB00033,DB00039,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.38783482,0.0,0.0,0.16666667
DB00033,DB00006,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.36437148,0.0,0.0,0.09090909
DB00033,DB00019,1,0.25,0.125,0.7213475204444817,20,2,0.25,1000.0,0,,0.52684647,0.0,0.0,0.19354838
DB00033,DB00007,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.0,0.16666667
DB00033,DB00013,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.17934331,0.0,0.21212122
DB00033,DB00024,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.6477447,0.0,0.0,0.17948718
DB00033,DB00026,0,0.0,0.0,0.0,16,0,0.0,0.0,1,train,0.0,0.0,0.23547482,0.44
DB00033,DB00023,0,0.0,0.0,0.0,16,0,0.0,0.0,1,train,0.0,0.0,0.0,0.16666667
DB00033,DB00038,0,0.0,0.0,0.0,4,0,0.0,0.0,0,,0.0,0.44703212,0.0,0.09090909
DB00033,DB00035,1,0.25,0.1428571428571428,0.7213475204444817,16,1,0.0,0.0,0,,0.0,0.0,0.0,0.19354838
DB00033,DB00012,0,0.0,0.0,0.0,12,0,0.0,0.0,1,train,0.0,0.0,0.0,0.4347826
DB00033,DB00018,0,0.0,0.0,0.0,32,0,0.0,0.0,0,,0.0,0.40076503,0.16939545,0.44
DB00033,DB00034,2,0.5,0.25,1.4426950408889634,24,2,0.0,0.0,0,,0.0,0.0,0.0,0.44
DB00033,DB00036,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.0,0.20860088,0.0,0.4347826
DB00033,DB00037,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.1952537,0.21212122
DB00040,DB00004,0,0.0,0.0,0.0,36,0,0.0,0.0,0,,0.48745343,0.0,0.0,0.3243243
DB00040,DB00030,1,0.2,0.0909090909090909,0.6213349345596119,36,1,0.0,0.0,0,,0.0,0.0,0.0,0.13043478
DB00040,DB00032,1,0.3333333333333333,0.1111111111111111,0.9102392266268372,24,1,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00040,DB00039,0,0.0,0.0,0.0,30,0,0.0,0.0,1,train,0.27314833,0.2712075,0.0,0.20833333
DB00040,DB00006,0,0.0,0.0,0.0,12,0,0.0,0.0,1,train,0.25662333,0.0,0.0,0.13043478
DB00040,DB00019,2,0.6428571428571428,0.2222222222222222,1.956593383258714,30,3,0.5,0.9990009990009991,0,,0.50376046,0.0,0.0,0.20454545
DB00040,DB00007,0,0.0,0.0,0.0,18,0,0.0,0.0,0,,0.48745343,0.4595158,0.0,0.20833333
DB00040,DB00013,1,0.2,0.1,0.6213349345596119,30,1,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00040,DB00024,0,0.0,0.0,0.0,18,0,0.0,0.0,1,train,0.0,0.0,0.0,1.0
DB00040,DB00026,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00040,DB00023,0,0.0,0.0,0.0,24,0,0.0,0.0,1,test,0.34468162,0.15231532,0.0,0.20833333
DB00040,DB00038,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.0,0.0,0.13043478
DB00040,DB00035,1,0.2,0.1111111111111111,0.6213349345596119,24,1,0.0,0.0,0,,0.0,0.0,0.0,0.20454545
DB00040,DB00012,0,0.0,0.0,0.0,18,0,0.0,0.0,0,,0.5414221,0.0,0.0,0.3243243
DB00040,DB00018,2,0.3428571428571428,0.1666666666666666,1.1352332769293625,48,2,0.0,0.0,0,,0.37034556,0.0,0.0,0.33333334
DB00040,DB00034,1,0.1428571428571428,0.0909090909090909,0.5138983423697507,36,1,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00040,DB00036,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.25739914,0.0,0.3243243
DB00040,DB00037,2,0.5333333333333333,0.2857142857142857,1.531574161186449,18,4,0.5333333333333333,2000.0,0,,0.0,0.0,0.0,0.33333334
DB00004,DB00030,1,0.2,0.0909090909090909,0.6213349345596119,36,2,0.2,1000.0,1,train,0.0,0.14839639,0.0,0.083333336
DB00004,DB00032,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.0,0.0,0.0,0.3243243
DB00004,DB00039,0,0.0,0.0,0.0,30,0,0.0,0.0,0,,0.0,0.0,0.0,0.15384616
DB00004,DB00006,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.17974281,0.083333336
DB00004,DB00019,0,0.0,0.0,0.0,30,0,0.0,0.0,0,,0.51672673,0.0,0.0,0.14285715
DB00004,DB00007,0,0.0,0.0,0.0,18,0,0.0,0.0,0,,0.0,0.2572454,0.25195536,0.15384616
DB00004,DB00013,1,0.5,0.1,1.4426950408889634,30,1,0.0,0.0,0,,0.0,0.0,0.0,0.3030303
DB00004,DB00024,0,0.0,0.0,0.0,18,0,0.0,0.0,0,,0.0,0.0,0.0,0.3243243
DB00004,DB00026,1,0.2,0.1111111111111111,0.6213349345596119,24,2,0.2,1000.0,0,,0.0,0.13174278,0.36008236,0.56
DB00004,DB00023,1,0.1666666666666666,0.1111111111111111,0.5581106265512472,24,1,0.0,0.0,0,,0.0,0.0,0.0,0.15384616
DB00004,DB00038,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.0,0.0,0.4146724,0.083333336
DB00004,DB00035,1,0.5,0.1111111111111111,1.4426950408889634,24,2,0.5,1000.0,0,,0.0,0.0,0.0,0.14285715
DB00004,DB00012,1,0.2,0.125,0.6213349345596119,18,1,0.0,0.0,0,,0.0,0.44701844,0.0,1.0
DB00004,DB00018,0,0.0,0.0,0.0,48,0,0.0,0.0,0,,0.0,0.0,0.0,0.56
DB00004,DB00034,1,0.1666666666666666,0.0909090909090909,0.5581106265512472,36,1,0.0,0.0,0,,0.0,0.21217436,0.0,0.56
DB00004,DB00036,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.0,1.0
DB00004,DB00037,0,0.0,0.0,0.0,18,0,0.0,0.0,0,,0.0,0.0,0.0,0.3030303
DB00030,DB00032,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.41058517,0.0,0.0,0.13043478
DB00030,DB00039,0,0.0,0.0,0.0,30,0,0.0,0.0,0,,0.34087682,0.0,0.0,0.06666667
DB00030,DB00006,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.7050223,0.19608943,0.0,1.0
DB00030,DB00019,1,0.25,0.1,0.7213475204444817,30,1,0.0,0.0,0,,0.0,0.20583482,0.0,0.102564104
DB00030,DB00007,0,0.0,0.0,0.0,18,0,0.0,0.0,0,,0.0,0.0,0.0,0.06666667
DB00030,DB00013,1,0.2,0.1,0.6213349345596119,30,1,0.0,0.0,0,,0.0,0.0,0.0,0.15
DB00030,DB00024,0,0.0,0.0,0.0,18,0,0.0,0.0,0,,0.0,0.0,0.0,0.13043478
DB00030,DB00026,2,0.3666666666666667,0.25,1.179445561110859,24,3,0.2,0.9990009990009991,0,,0.0,0.13452664,0.27968335,0.07692308
DB00030,DB00023,1,0.1666666666666666,0.1111111111111111,0.5581106265512472,24,1,0.0,0.0,1,train,0.0,0.0,0.40284225,0.06666667
DB00030,DB00038,0,0.0,0.0,0.0,6,0,0.0,0.0,0,,0.6126027,0.24167031,0.0,1.0
DB00030,DB00035,0,0.0,0.0,0.0,24,0,0.0,0.0,0,,0.32700133,0.0,0.0,0.102564104
DB00030,DB00012,0,0.0,0.0,0.0,18,0,0.0,0.0,0,,0.0,0.0,0.0,0.083333336
DB00030,DB00018,2,0.3666666666666667,0.1666666666666666,1.179445561110859,48,2,0.0,0.0,0,,0.0,0.21665782,0.2011981,0.07692308
DB00030,DB00034,1,0.25,0.0909090909090909,0.7213475204444817,36,1,0.0,0.0,1,train,0.0,0.0,0.0,0.07692308
DB00030,DB00036,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.0,0.083333336
DB00030,DB00037,0,0.0,0.0,0.0,18,0,0.0,0.0,0,,0.5588908,0.0,0.23191105,0.15
DB00032,DB00039,1,0.1428571428571428,0.125,0.5138983423697507,20,1,0.0,0.0,0,,0.0,0.1591444,0.0,0.20833333
DB00032,DB00006,0,0.0,0.0,0.0,8,0,0.0,0.0,0,,0.42096338,0.0,0.0,0.13043478
DB00032,DB00019,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.0,0.26737398,0.20454545
DB00032,DB00007,0,0.0,0.0,0.0,12,0,0.0,0.0,0,,0.0,0.0,0.20849223,0.20833333
DB00032,DB00013,0,0.0,0.0,0.0,20,0,0.0,0.0,0,,0.0,0.0,0.0,0.33333334
DB00032,DB00024,0,0.0,0.0,0.0,12,0,0.0,0.0,1,train,0.0,0.0,0.0,1.0
DB00032,DB00026,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.74215275,0.0,0.0,0.33333334
DB00032,DB00023,0,0.0,0.0,0.0,16,0,0.0,0.0,0,,0.0,0.0,0.0,0.20833333
DB00032,DB00038,0,0.0,0.0,0.0,4,0,0.0,0.0,0,,0.67023075,0.18546735,0.0,0.13043478
